Código;Município;Estados;Área;Densidadedemográfica;Distânciaàcapital;RendaperCapita;ÍndicedeGini2000;Intensidadedapobreza;IDH;Populaçãototal
241350;Serrinha (RN);RN;192,3;38,2;62,31947374;69,51;0,67;64,76;0,598;7253
241355;Serrinha dos Pintos (RN);RN;124,8;34,4;305,6112251;86,84;0,6;62,2;0,637;4295
241360;Severiano Melo (RN);RN;141,3;74,8;303,9189139;74,4;0,54;53,39;0,631;10579
241370;Sítio Novo (RN);RN;203,3;21,9;84,84426213;61,45;0,62;65,78;0,605;4448
241380;Taboleiro Grande (RN);RN;110,6;18,3;313,8464289;89,89;0,54;53,53;0,641;2029
241390;Taipu (RN);RN;354,3;32,5;47,01090895;65,83;0,57;57,73;0,584;11531
241400;Tangará (RN);RN;360,2;33,6;79,43526634;75,08;0,57;59,44;0,631;12118
241410;Tenente Ananias (RN);RN;210,4;49,4;336,584729;63,24;0,6;64,45;0,597;8875
241415;Tenente Laurentino Cruz (RN);RN;65,5;67,4;171,4284022;84,41;0,56;54,99;0,628;4412
241105;Tibau (RN);RN;170,9;18,7;249,951708;119,32;0,52;43,28;0,678;3197
241420;Tibau do Sul (RN);RN;104,1;74,5;45,43759485;123,34;0,58;48,34;0,655;7749
241430;Timbaúba dos Batistas (RN);RN;143,2;15,3;239,9894958;138,35;0,54;40,71;0,719;2189
241440;Touros (RN);RN;821,6;34,8;71,8540686;83,11;0,61;58,25;0,595;27879
241445;Triunfo Potiguar (RN);RN;277,1;13,1;219,0252507;71,86;0,63;61,61;0,577;3642
241450;Umarizal (RN);RN;225;49,3;288,7599879;98,9;0,59;55,2;0,643;11092
241460;Upanema (RN);RN;857,3;12,8;227,1886356;67,53;0,59;62,14;0,589;10991
241470;Várzea (RN);RN;120,4;68,4;64,16020873;75,52;0,56;56,41;0,621;8238
241475;Venha-Ver (RN);RN;86,6;39,5;366,6609552;41,55;0,62;72,41;0,544;3422
241480;Vera Cruz (RN);RN;100,3;91;36,76238706;107,23;0,61;52,41;0,607;8522
241490;Viçosa (RN);RN;41,8;36,4;303,1135247;73,37;0,52;54,58;0,653;1521
241500;Vila Flor (RN);RN;44,3;56,9;59,48720115;106,49;0,64;53,94;0,639;2528
